customerkey,nome,sobrenome,nome_completo,genero,primeira_compra,Cidade
19336,"Ricardo","Andersen","Ricardo Andersen","Male",2019-08-27 00:00:00.000,"Paris"
19367,"Johnathan","Gonzalez","Johnathan Gonzalez","Male",2020-12-22 00:00:00.000,"Paris"
19427,"Troy","Lopez","Troy Lopez","Male",2019-09-28 00:00:00.000,"Paris"
19436,"Gregory","Pal","Gregory Pal","Male",2019-10-17 00:00:00.000,"Paris"
19464,"Tyrone","Alonso","Tyrone Alonso","Male",2020-10-17 00:00:00.000,"Paris"
19473,"Roger","Chande","Roger Chande","Male",2019-11-01 00:00:00.000,"Paris"
19484,"Willie","Liang","Willie Liang","Male",2020-11-17 00:00:00.000,"Paris"
19485,"Raul","Shan","Raul Shan","Male",2020-12-09 00:00:00.000,"Paris"
19494,"Sergio","Martinez","Sergio Martinez","Male",2020-10-14 00:00:00.000,"Paris"
19495,"Francis","Gill","Francis Gill","Male",2020-06-22 00:00:00.000,"Paris"
19507,"Raul","Shen","Raul Shen","Male",2020-07-12 00:00:00.000,"Paris"
19508,"Troy","Rana","Troy Rana","Male",2020-09-07 00:00:00.000,"Paris"
19923,"Joe","Prasad","Joe Prasad","Male",2020-04-30 00:00:00.000,"Paris"
19932,"Javier","Sanz","Javier Sanz","Male",2021-01-14 00:00:00.000,"Paris"
19943,"Walter","Carlson","Walter Carlson","Male",2019-12-25 00:00:00.000,"Paris"
20568,"Dustin","Raji","Dustin Raji","Male",2020-05-28 00:00:00.000,"Paris"
20578,"Martin","Kapoor","Martin Kapoor","Male",2020-12-20 00:00:00.000,"Paris"
20580,"Ernest","Huang","Ernest Huang","Male",2020-03-13 00:00:00.000,"Paris"
20895,"Ruben","Jimenez","Ruben Jimenez","Male",2020-12-01 00:00:00.000,"Paris"
20960,"Darrell","Beck","Darrell Beck","Male",2020-05-18 00:00:00.000,"Paris"
20974,"George","Subram","George Subram","Male",2020-07-02 00:00:00.000,"Paris"
21021,"Gary","Serrano","Gary Serrano","Male",2020-02-05 00:00:00.000,"Paris"
21038,"Pedro","Lopez","Pedro Lopez","Male",2020-12-03 00:00:00.000,"Paris"
21041,"Eddie","Serrano","Eddie Serrano","Male",2020-02-04 00:00:00.000,"Paris"
21050,"Alan","Cai","Alan Cai","Male",2020-02-14 00:00:00.000,"Paris"
21081,"Xavier","Smith","Xavier Smith","Male",2020-11-30 00:00:00.000,"Paris"
21088,"Alvin","Anand","Alvin Anand","Male",2020-04-05 00:00:00.000,"Paris"
21095,"Lance","Munoz","Lance Munoz","Male",2020-04-26 00:00:00.000,"Paris"
21112,"Johnathan","Prasad","Johnathan Prasad","Male",2020-05-31 00:00:00.000,"Paris"
21132,"Jeffery","Hu","Jeffery Hu","Male",2020-06-05 00:00:00.000,"Paris"
21505,"Ronald","Gonzalez","Ronald Gonzalez","Male",2020-11-30 00:00:00.000,"Paris"
21518,"Ruben","Madan","Ruben Madan","Male",2020-07-20 00:00:00.000,"Paris"
21673,"Jésus","Gill","Jésus Gill","Male",2020-04-28 00:00:00.000,"Paris"
21850,"Bruce","Subram","Bruce Subram","Male",2020-09-23 00:00:00.000,"Paris"
22306,"Ivan","Kapoor","Ivan Kapoor","Male",2020-05-05 00:00:00.000,"Paris"
22319,"Jorge","Zhou","Jorge Zhou","Male",2020-05-25 00:00:00.000,"Paris"
22395,"Jermaine","Patel","Jermaine Patel","Male",2020-05-31 00:00:00.000,"Paris"
22417,"Shaun","Goel","Shaun Goel","Male",2020-09-16 00:00:00.000,"Paris"
22423,"Byron","Hernandez","Byron Hernandez","Male",2020-06-12 00:00:00.000,"Paris"
22466,"Raul","Tang","Raul Tang","Male",2020-06-30 00:00:00.000,"Paris"
22483,"Lee","Ramos","Lee Ramos","Male",2020-12-04 00:00:00.000,"Paris"
22500,"Brent","Zhao","Brent Zhao","Male",2020-05-15 00:00:00.000,"Paris"
22501,"Colin","Ye","Colin Ye","Male",2020-06-19 00:00:00.000,"Paris"
22567,"Glenn","Zhu","Glenn Zhu","Male",2020-06-09 00:00:00.000,"Paris"
23909,"Todd","Lin","Todd Lin","Male",2020-11-12 00:00:00.000,"Paris"
23920,"Arthur","Ruiz","Arthur Ruiz","Male",2020-04-19 00:00:00.000,"Paris"
23973,"Zachary","Long","Zachary Long","Male",2020-11-25 00:00:00.000,"Paris"
24013,"Jay","Ruiz","Jay Ruiz","Male",2020-05-13 00:00:00.000,"Paris"
24022,"Dale","Beck","Dale Beck","Male",2020-11-15 00:00:00.000,"Paris"
24032,"Micah","Ma","Micah Ma","Male",2020-12-22 00:00:00.000,"Paris"
24043,"Charles","Kelly","Charles Kelly","Male",2020-12-03 00:00:00.000,"Paris"
24061,"Kelvin","Luo","Kelvin Luo","Male",2020-01-05 00:00:00.000,"Paris"
24063,"Micheal","Suarez","Micheal Suarez","Male",2020-01-29 00:00:00.000,"Paris"
24076,"Casey","Hernandez","Casey Hernandez","Male",2020-10-08 00:00:00.000,"Paris"
24109,"Eddie","Suarez","Eddie Suarez","Male",2020-04-13 00:00:00.000,"Paris"
24116,"Pedro","Martinez","Pedro Martinez","Male",2020-06-13 00:00:00.000,"Paris"
24134,"Edgar","Kapoor","Edgar Kapoor","Male",2020-12-17 00:00:00.000,"Paris"
24140,"Alvin","Lin","Alvin Lin","Male",2020-04-28 00:00:00.000,"Paris"
24203,"Keith","Xie","Keith Xie","Male",2020-08-14 00:00:00.000,"Paris"
24542,"Arturo","Liang","Arturo Liang","Male",2020-12-03 00:00:00.000,"Paris"
24701,"Marco","Fernandez","Marco Fernandez","Male",2020-08-19 00:00:00.000,"Paris"
24724,"Alfredo","Gutierrez","Alfredo Gutierrez","Male",2020-09-29 00:00:00.000,"Paris"
24866,"Alejandro","Nath","Alejandro Nath","Male",2020-03-09 00:00:00.000,"Paris"
25320,"Shannon","Hernandez","Shannon Hernandez","Male",2020-11-21 00:00:00.000,"Paris"
25321,"Francis","Suarez","Francis Suarez","Male",2020-10-18 00:00:00.000,"Paris"
25483,"Dennis","Ma","Dennis Ma","Male",2021-01-12 00:00:00.000,"Paris"
25490,"Alvin","He","Alvin He","Male",2020-07-22 00:00:00.000,"Paris"
25503,"Richard","Hill","Richard Hill","Male",2020-07-07 00:00:00.000,"Paris"
25518,"Oscar","Lu","Oscar Lu","Male",2020-08-27 00:00:00.000,"Paris"
25600,"Derek","Anand","Derek Anand","Male",2020-08-28 00:00:00.000,"Paris"
25613,"Erik","Ruiz","Erik Ruiz","Male",2020-08-23 00:00:00.000,"Paris"
25639,"Russell","Lal","Russell Lal","Male",2020-10-17 00:00:00.000,"Paris"
25643,"Sergio","Arun","Sergio Arun","Male",2020-05-29 00:00:00.000,"Paris"
25662,"Andre","Kapoor","Andre Kapoor","Male",2020-09-15 00:00:00.000,"Paris"
26357,"Sergio","Gonzalez","Sergio Gonzalez","Male",2020-04-28 00:00:00.000,"Paris"
26367,"Omar","Shan","Omar Shan","Male",2020-06-23 00:00:00.000,"Paris"
26383,"Ronnie","Hu","Ronnie Hu","Male",2020-08-04 00:00:00.000,"Paris"
26384,"Jon","Zhu","Jon Zhu","Male",2020-09-15 00:00:00.000,"Paris"
26418,"Rafael","Chande","Rafael Chande","Male",2020-07-07 00:00:00.000,"Paris"
26926,"Sergio","Mehta","Sergio Mehta","Male",2020-12-03 00:00:00.000,"Paris"
26935,"Gabriel","Butler","Gabriel Butler","Male",2020-08-19 00:00:00.000,"Paris"
26972,"Kristopher","Sara","Kristopher Sara","Male",2020-03-27 00:00:00.000,"Paris"
27134,"Glenn","Chen","Glenn Chen","Male",2020-08-31 00:00:00.000,"Paris"
27155,"Eric","Hall","Eric Hall","Male",2020-03-15 00:00:00.000,"Paris"
27163,"Wayne","Luo","Wayne Luo","Male",2020-05-03 00:00:00.000,"Paris"
27182,"Jarrod","Srini","Jarrod Srini","Male",2020-06-24 00:00:00.000,"Paris"
27303,"Arturo","Yang","Arturo Yang","Male",2020-07-22 00:00:00.000,"Paris"
27306,"Tony","Black","Tony Black","Male",2020-08-16 00:00:00.000,"Paris"
27318,"James","Bryant","James Bryant","Male",2021-01-04 00:00:00.000,"Paris"
27322,"Derrick","Bradley","Derrick Bradley","Male",2020-04-02 00:00:00.000,"Paris"
27796,"Jarrod","Patel","Jarrod Patel","Male",2020-08-03 00:00:00.000,"Paris"
27829,"Jorge","Wang","Jorge Wang","Male",2020-12-03 00:00:00.000,"Paris"
27844,"Arturo","Li","Arturo Li","Male",2020-06-18 00:00:00.000,"Paris"
27846,"Albert","Rubio","Albert Rubio","Male",2020-12-03 00:00:00.000,"Paris"
27854,"Marc","Rubio","Marc Rubio","Male",2020-12-02 00:00:00.000,"Paris"
27881,"Raul","Nath","Raul Nath","Male",2020-12-16 00:00:00.000,"Paris"
27887,"Eugene","Zhang","Eugene Zhang","Male",2020-05-05 00:00:00.000,"Paris"
27951,"Roy","Torres","Roy Torres","Male",2020-12-14 00:00:00.000,"Paris"
28373,"Shane","Lopez","Shane Lopez","Male",2020-08-05 00:00:00.000,"Paris"
28464,"Eddie","Hernandez","Eddie Hernandez","Male",2020-12-13 00:00:00.000,"Paris"
28476,"Bradley","Xie","Bradley Xie","Male",2020-11-04 00:00:00.000,"Paris"
28504,"Reginald","Gomez","Reginald Gomez","Male",2018-12-17 00:00:00.000,"Paris"
28512,"Dwayne","Alonso","Dwayne Alonso","Male",2019-02-21 00:00:00.000,"Paris"
28532,"Tony","Xie","Tony Xie","Male",2019-02-01 00:00:00.000,"Paris"
28569,"Dustin","Jai","Dustin Jai","Male",2019-03-07 00:00:00.000,"Paris"
28689,"Kelvin","Zhang","Kelvin Zhang","Male",2019-04-19 00:00:00.000,"Paris"
28724,"Marvin","Navarro","Marvin Navarro","Male",2019-04-23 00:00:00.000,"Paris"
28750,"Andy","Romero","Andy Romero","Male",2019-06-20 00:00:00.000,"Paris"
28751,"Joe","Belson","Joe Belson","Male",2019-06-17 00:00:00.000,"Paris"
28757,"Ronald","Rodriguez","Ronald Rodriguez","Male",2019-06-16 00:00:00.000,"Paris"
28881,"Allen","Kapoor","Allen Kapoor","Male",2020-06-13 00:00:00.000,"Paris"
28886,"Franklin","Jai","Franklin Jai","Male",2020-12-03 00:00:00.000,"Paris"
29388,"Calvin","Kumar","Calvin Kumar","Male",2019-07-19 00:00:00.000,"Paris"
29389,"Thomas","Phillips","Thomas Phillips","Male",2019-07-30 00:00:00.000,"Paris"
29397,"Walter","Ramos","Walter Ramos","Male",2019-08-08 00:00:00.000,"Paris"
29426,"Neil","Gomez","Neil Gomez","Male",2020-10-12 00:00:00.000,"Paris"
29427,"Wesley","Chen","Wesley Chen","Male",2020-05-17 00:00:00.000,"Paris"
29451,"Geoffrey","Lopez","Geoffrey Lopez","Male",2020-02-08 00:00:00.000,"Paris"
11254,"Johnathan","Vance","Johnathan Vance","Male",2020-11-23 00:00:00.000,"Burien"
11255,"Colin","Lin","Colin Lin","Male",2020-02-23 00:00:00.000,"Burien"
11282,"Christian","Thomas","Christian Thomas","Male",2018-08-31 00:00:00.000,"Burien"
11321,"Terrance","Raman","Terrance Raman","Male",2020-02-23 00:00:00.000,"Burien"
11633,"Thomas","Anderson","Thomas Anderson","Male",2020-11-13 00:00:00.000,"Burien"
11725,"Jose","Li","Jose Li","Male",2020-04-01 00:00:00.000,"Burien"
11726,"Micah","Liang","Micah Liang","Male",2020-10-10 00:00:00.000,"Burien"
11799,"Jessie","Wang","Jessie Wang","Male",2018-10-10 00:00:00.000,"Burien"
11934,"Justin","Shan","Justin Shan","Male",2018-11-19 00:00:00.000,"Burien"
12092,"Austin","White","Austin White","Male",2020-05-02 00:00:00.000,"Burien"
12436,"Albert","Diaz","Albert Diaz","Male",2020-06-16 00:00:00.000,"Burien"
12456,"Thomas","Chen","Thomas Chen","Male",2021-01-16 00:00:00.000,"Burien"
12906,"Philip","Ramos","Philip Ramos","Male",2020-02-16 00:00:00.000,"Burien"
12954,"Pedro","Diaz","Pedro Diaz","Male",2020-05-18 00:00:00.000,"Burien"
12980,"Max","Moyer","Max Moyer","Male",2019-01-05 00:00:00.000,"Burien"
13054,"Bryce","Ward","Bryce Ward","Male",2020-12-12 00:00:00.000,"Burien"
13153,"Jack","Hill","Jack Hill","Male",2020-02-12 00:00:00.000,"Burien"
13653,"Tony","Chander","Tony Chander","Male",2019-05-13 00:00:00.000,"Burien"
13880,"Marshall","Kumar","Marshall Kumar","Male",2020-07-07 00:00:00.000,"Burien"
13897,"Carol","Washington","Carol Washington","Male",2019-10-23 00:00:00.000,"Burien"
14476,"Bryce","Reed","Bryce Reed","Male",2020-08-26 00:00:00.000,"Burien"
14629,"Blake","Hernandez","Blake Hernandez","Male",2020-03-07 00:00:00.000,"Burien"
14744,"Elijah","Yang","Elijah Yang","Male",2018-08-31 00:00:00.000,"Burien"
14905,"Ricardo","Shen","Ricardo Shen","Male",2020-09-19 00:00:00.000,"Burien"
15248,"Richard","Harris","Richard Harris","Male",2020-11-09 00:00:00.000,"Burien"
15298,"Joe","Chandra","Joe Chandra","Male",2020-11-20 00:00:00.000,"Burien"
15351,"Steve","Lu","Steve Lu","Male",2019-04-17 00:00:00.000,"Burien"
15369,"Connor","Perez","Connor Perez","Male",2019-05-19 00:00:00.000,"Burien"
15430,"Alfredo","Jiménez","Alfredo Jiménez","Male",2020-02-03 00:00:00.000,"Burien"
15918,"Roberto","Ruiz","Roberto Ruiz","Male",2019-11-02 00:00:00.000,"Burien"
15967,"Dakota","Diaz","Dakota Diaz","Male",2020-05-15 00:00:00.000,"Burien"
16221,"Darren","Saunders","Darren Saunders","Male",2020-02-15 00:00:00.000,"Burien"
16762,"Franklin","Ferrier","Franklin Ferrier","Male",2020-09-22 00:00:00.000,"Burien"
16835,"Noah","Nelson","Noah Nelson","Male",2020-10-12 00:00:00.000,"Burien"
16857,"Lawrence","Munoz","Lawrence Munoz","Male",2020-05-04 00:00:00.000,"Burien"
17144,"Luis","Griffin","Luis Griffin","Male",2020-05-27 00:00:00.000,"Burien"
17438,"Marcus","Hughes","Marcus Hughes","Male",2020-09-28 00:00:00.000,"Burien"
17570,"Carlos","Sanchez","Carlos Sanchez","Male",2020-02-26 00:00:00.000,"Burien"
18408,"Cody","West","Cody West","Male",2020-11-06 00:00:00.000,"Burien"
18499,"Darren","Rodriguez","Darren Rodriguez","Male",2021-01-18 00:00:00.000,"Burien"
18542,"Dustin","She","Dustin She","Male",2020-07-08 00:00:00.000,"Burien"
18605,"David","Wright","David Wright","Male",2020-11-03 00:00:00.000,"Burien"
18810,"Casey","Dominguez","Casey Dominguez","Male",2020-11-09 00:00:00.000,"Burien"
19125,"Cameron","Russell","Cameron Russell","Male",2020-12-01 00:00:00.000,"Burien"
19149,"Sean","Parker","Sean Parker","Male",2020-07-08 00:00:00.000,"Burien"
19170,"Luis","Campbell","Luis Campbell","Male",2020-01-16 00:00:00.000,"Burien"
19413,"Xavier","Kelly","Xavier Kelly","Male",2020-01-28 00:00:00.000,"Burien"
19668,"Erick","Patel","Erick Patel","Male",2020-12-18 00:00:00.000,"Burien"
19678,"Martin","Rodriguez","Martin Rodriguez","Male",2020-03-21 00:00:00.000,"Burien"
19754,"Francisco","Rana","Francisco Rana","Male",2020-10-21 00:00:00.000,"Burien"
19834,"Johnny","Sharma","Johnny Sharma","Male",2020-06-15 00:00:00.000,"Burien"
19996,"Grant","She","Grant She","Male",2020-09-17 00:00:00.000,"Burien"
20071,"Sean","Campbell","Sean Campbell","Male",2020-03-03 00:00:00.000,"Burien"
20081,"Jerry","Xie","Jerry Xie","Male",2020-10-15 00:00:00.000,"Burien"
20108,"Glenn","Gao","Glenn Gao","Male",2020-05-03 00:00:00.000,"Burien"
20319,"Dylan","Alexander","Dylan Alexander","Male",2020-06-14 00:00:00.000,"Burien"
20361,"Jonathon","Moreno","Jonathon Moreno","Male",2020-02-14 00:00:00.000,"Burien"
20378,"Nathan","Jai","Nathan Jai","Male",2020-02-15 00:00:00.000,"Burien"
20408,"Isaac","Morgan","Isaac Morgan","Male",2020-09-01 00:00:00.000,"Burien"
21141,"Omar","Li","Omar Li","Male",2020-09-28 00:00:00.000,"Burien"
21280,"Justin","Walker","Justin Walker","Male",2020-12-10 00:00:00.000,"Burien"
21289,"Warren","Wang","Warren Wang","Male",2020-11-12 00:00:00.000,"Burien"
21321,"Jon","Jai","Jon Jai","Male",2020-03-15 00:00:00.000,"Burien"
21602,"Manuel","Malhotra","Manuel Malhotra","Male",2020-02-05 00:00:00.000,"Burien"
21616,"Carson","Wood","Carson Wood","Male",2020-04-17 00:00:00.000,"Burien"
21639,"Anthony","Wilson","Anthony Wilson","Male",2020-08-11 00:00:00.000,"Burien"
21716,"Gerald","Sara","Gerald Sara","Male",2020-09-09 00:00:00.000,"Burien"
21778,"Louis","Shen","Louis Shen","Male",2020-10-18 00:00:00.000,"Burien"
22016,"Terrence","Andersen","Terrence Andersen","Male",2020-12-25 00:00:00.000,"Burien"
22045,"Cameron","Chen","Cameron Chen","Male",2020-04-13 00:00:00.000,"Burien"
22327,"Jake","Cai","Jake Cai","Male",2020-02-16 00:00:00.000,"Burien"
22334,"Juan","Serrano","Juan Serrano","Male",2020-02-23 00:00:00.000,"Burien"
22342,"Jon","Lal","Jon Lal","Male",2020-10-01 00:00:00.000,"Burien"
22360,"Caleb","Collins","Caleb Collins","Male",2020-07-27 00:00:00.000,"Burien"
22786,"Wyatt","Goldstein","Wyatt Goldstein","Male",2020-11-02 00:00:00.000,"Burien"
22874,"Drew","Anand","Drew Anand","Male",2020-04-21 00:00:00.000,"Burien"
23140,"Tyler","Lee","Tyler Lee","Male",2020-02-16 00:00:00.000,"Burien"
23191,"Gilbert","Raji","Gilbert Raji","Male",2020-07-15 00:00:00.000,"Burien"
23263,"Angel","Lopez","Angel Lopez","Male",2020-08-15 00:00:00.000,"Burien"
23726,"Darrell","Xie","Darrell Xie","Male",2020-10-25 00:00:00.000,"Burien"
23792,"Jessie","Wu","Jessie Wu","Male",2020-07-16 00:00:00.000,"Burien"
23793,"Ryan","Kumar","Ryan Kumar","Male",2020-04-16 00:00:00.000,"Burien"
24285,"Jesse","Cox","Jesse Cox","Male",2020-07-05 00:00:00.000,"Burien"
24311,"Geoffrey","Patel","Geoffrey Patel","Male",2020-12-15 00:00:00.000,"Burien"
24530,"Franklin","She","Franklin She","Male",2020-05-01 00:00:00.000,"Burien"
24645,"Bryce","Murphy","Bryce Murphy","Male",2020-06-26 00:00:00.000,"Burien"
24734,"Jack","Turner","Jack Turner","Male",2020-03-17 00:00:00.000,"Burien"
24762,"Warren","Xu","Warren Xu","Male",2020-08-15 00:00:00.000,"Burien"
24943,"Darrell","Chander","Darrell Chander","Male",2020-11-26 00:00:00.000,"Burien"
25087,"Wyatt","Young","Wyatt Young","Male",2020-01-22 00:00:00.000,"Burien"
25356,"Jonathan","Miller","Jonathan Miller","Male",2020-04-18 00:00:00.000,"Burien"
25405,"Brandon","Wagner","Brandon Wagner","Male",2020-06-16 00:00:00.000,"Burien"
26110,"James","Alexander","James Alexander","Male",2018-12-11 00:00:00.000,"Burien"
26197,"Marcus","Lopez","Marcus Lopez","Male",2021-01-10 00:00:00.000,"Burien"
26282,"Leonard","Jai","Leonard Jai","Male",2020-12-19 00:00:00.000,"Burien"
26550,"Alex","Morris","Alex Morris","Male",2020-08-03 00:00:00.000,"Burien"
26729,"Brian","Gray","Brian Gray","Male",2019-07-03 00:00:00.000,"Burien"
27261,"Omar","Chande","Omar Chande","Male",2019-11-18 00:00:00.000,"Burien"
27291,"Bobby","Mehta","Bobby Mehta","Male",2019-10-28 00:00:00.000,"Burien"
28171,"Aidan","Henderson","Aidan Henderson","Male",2018-03-27 00:00:00.000,"Burien"
28274,"William","Rodriguez","William Rodriguez","Male",2020-01-30 00:00:00.000,"Burien"
28573,"Tyrone","Gill","Tyrone Gill","Male",2018-04-21 00:00:00.000,"Burien"
28609,"Jose","Harris","Jose Harris","Male",2020-10-16 00:00:00.000,"Burien"
28768,"Emmanuel","Rodriguez","Emmanuel Rodriguez","Male",2020-11-01 00:00:00.000,"Burien"
28786,"Erick","Prasad","Erick Prasad","Male",2020-05-27 00:00:00.000,"Burien"
28792,"Henry","Stone","Henry Stone","Male",2018-05-06 00:00:00.000,"Burien"
29134,"Pedro","Dominguez","Pedro Dominguez","Male",2020-10-06 00:00:00.000,"Burien"
29158,"Ian","Edwards","Ian Edwards","Male",2018-07-10 00:00:00.000,"Burien"
29171,"Jay","Alvarez","Jay Alvarez","Male",2020-09-13 00:00:00.000,"Burien"
29175,"Sean","Rivera","Sean Rivera","Male",2018-07-31 00:00:00.000,"Burien"
29202,"Jerry","Kumar","Jerry Kumar","Male",2018-07-14 00:00:00.000,"Burien"
29353,"Orlando","Gomez","Orlando Gomez","Male",2020-09-01 00:00:00.000,"Burien"
11140,"Javier","Alvarez","Javier Alvarez","Male",2020-03-19 00:00:00.000,"Burbank"
11155,"Hunter","Robinson","Hunter Robinson","Male",2020-01-06 00:00:00.000,"Burbank"
11297,"Noah","Coleman","Noah Coleman","Male",2018-09-26 00:00:00.000,"Burbank"
11299,"Orlando","Vazquez","Orlando Vazquez","Male",2018-09-26 00:00:00.000,"Burbank"
11327,"Jaime","Moreno","Jaime Moreno","Male",2018-09-26 00:00:00.000,"Burbank"
11692,"Caleb","Gonzales","Caleb Gonzales","Male",2020-07-07 00:00:00.000,"Burbank"
11787,"Jerry","Nath","Jerry Nath","Male",2020-10-13 00:00:00.000,"Burbank"
11793,"Xavier","Rogers","Xavier Rogers","Male",2020-02-04 00:00:00.000,"Burbank"
12053,"Cedric","Gao","Cedric Gao","Male",2018-10-29 00:00:00.000,"Burbank"
12100,"Jon","Sun","Jon Sun","Male",2020-08-13 00:00:00.000,"Burbank"
12440,"Francisco","Chandra","Francisco Chandra","Male",2018-11-29 00:00:00.000,"Burbank"
12443,"Garrett","James","Garrett James","Male",2021-01-18 00:00:00.000,"Burbank"
12527,"José","Rodriguez","José Rodriguez","Male",2020-12-17 00:00:00.000,"Burbank"
13147,"Cedric","Lin","Cedric Lin","Male",2020-06-06 00:00:00.000,"Burbank"
13190,"Jonathan","Diaz","Jonathan Diaz","Male",2019-01-10 00:00:00.000,"Burbank"
13247,"Zachary","Chen","Zachary Chen","Male",2019-02-13 00:00:00.000,"Burbank"
13281,"Brent","Li","Brent Li","Male",2021-01-10 00:00:00.000,"Burbank"
13287,"Brandon","Rodriguez","Brandon Rodriguez","Male",2019-02-11 00:00:00.000,"Burbank"
13325,"Marcus","Wright","Marcus Wright","Male",2019-02-04 00:00:00.000,"Burbank"
13492,"Christian","Foster","Christian Foster","Male",2019-05-29 00:00:00.000,"Burbank"
13723,"Leonard","Raje","Leonard Raje","Male",2020-11-01 00:00:00.000,"Burbank"
13939,"Eduardo","Ramirez","Eduardo Ramirez","Male",2019-11-20 00:00:00.000,"Burbank"
14253,"Eduardo","Scott","Eduardo Scott","Male",2019-06-01 00:00:00.000,"Burbank"
14749,"Jose","Jenkins","Jose Jenkins","Male",2020-03-16 00:00:00.000,"Burbank"
14876,"Nathan","Anderson","Nathan Anderson","Male",2020-05-12 00:00:00.000,"Burbank"
15259,"Franklin","Zhu","Franklin Zhu","Male",2021-01-04 00:00:00.000,"Burbank"
15309,"Dylan","Wilson","Dylan Wilson","Male",2019-03-22 00:00:00.000,"Burbank"
