first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,Age,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value,Age_Group,Full_name
"Sula","Thomann","Female",56,"17/03/1989",33,"Assistant Manager","N/A","Mass Customer","N","No",6,"7 Dayton Circle",2160,"NSW","Australia",9,498,0.86062500000000008,"30-39","Sula Thomann"
"Clevey","Aisthorpe","Male",27,"20/09/1976",45,"Software Consultant","N/A","Mass Customer","N","Yes",8,"0 Veith Way",2009,"NSW","Australia",9,502,0.85849999999999993,"40-49","Clevey Aisthorpe"
"Kissiah","Foat","Female",30,"11/09/1975",46,"Graphic Designer","N/A","Mass Customer","N","Yes",19,"1690 Forster Place",2281,"NSW","Australia",9,504,0.85000000000000009,"40-49","Kissiah Foat"
"Katleen","Arnoult","Female",6,"24/11/1976",45,"VP Product Management","Manufacturing","Mass Customer","N","Yes",13,"540 Farragut Avenue",2066,"NSW","Australia",9,507,0.85,"40-49","Katleen Arnoult"
"Inglebert","Aspinal","Male",4,"13/10/1973",48,"Financial Analyst","Financial Services","Mass Customer","N","No",11,"612 Annamark Center",2176,"NSW","Australia",8,507,0.85,"40-49","Inglebert Aspinal"
"Isa","Fominov","Male",75,"21/06/2001",20,"Physical Therapy Assistant","N/A","Mass Customer","N","Yes",5,"80388 Ryan Place",2010,"NSW","Australia",9,515,0.839375,"20-29","Isa Fominov"
"Dallas","Lavalde","Female",18,"19/12/1998",23,"Product Engineer","N/A","Mass Customer","N","No",12,"16898 Donald Plaza",2323,"NSW","Australia",4,530,0.8287500000000001,"20-29","Dallas Lavalde"
"Amabel","","Female",71,"14/09/1981",40,"Chief Design Engineer","Financial Services","Mass Customer","N","Yes",9,"3128 Mallory Pass",2144,"NSW","Australia",6,530,0.8287500000000001,"40-49","Amabel "
"Jim","Haddrell","Male",55,"08/04/1955",67,"Associate Professor","Financial Services","Mass Customer","N","No",9,"53 Dryden Trail",2358,"NSW","Australia",3,530,0.8287500000000001,"60-69","Jim Haddrell"
"Jethro","Mertel","Male",16,"10/12/1978",43,"Software Consultant","Argiculture","Mass Customer","N","Yes",15,"3460 Dapin Street",2262,"NSW","Australia",6,536,0.82500000000000007,"40-49","Jethro Mertel"
"Claude","Bowstead","Female",37,"29/11/1997",24,"Accounting Assistant III","Manufacturing","Mass Customer","N","No",7,"5263 Stone Corner Crossing",2217,"NSW","Australia",12,536,0.82500000000000007,"20-29","Claude Bowstead"
"Angie","Tansley","Male",68,"30/11/1950",71,"VP Sales","Manufacturing","Mass Customer","N","No",8,"8 Cardinal Junction",2444,"NSW","Australia",7,544,0.8245,"70-79","Angie Tansley"
"Katy","Crooke","Female",0,"30/06/1977",44,"Food Chemist","Health","Mass Customer","N","No",13,"67081 Burrows Center",2111,"NSW","Australia",12,546,0.82343749999999993,"40-49","Katy Crooke"
"Sammy","Borsi","Female",99,"27/04/1972",49,"Accountant III","Financial Services","Mass Customer","N","No",5,"0 Kipling Way",2289,"NSW","Australia",7,546,0.82343749999999993,"40-49","Sammy Borsi"
"Karol","Salthouse","Female",53,"29/07/1968",53,"Research Assistant III","Financial Services","Mass Customer","N","Yes",18,"10236 Mifflin Avenue",2570,"NSW","Australia",8,568,0.8,"50-59","Karol Salthouse"
"Esdras","Birchett","Male",81,"09/12/1950",71,"Assistant Media Planner","Entertainment","Mass Customer","N","Yes",21,"5287 Clarendon Plaza",2258,"NSW","Australia",9,568,0.8,"70-79","Esdras Birchett"
"Wilfrid","Gertray","Male",1,"23/08/1942",79,"Accounting Assistant I","Financial Services","Mass Customer","N","No",16,"38407 Sutteridge Circle",2766,"NSW","Australia",8,568,0.8,"70-79","Wilfrid Gertray"
"Kirsteni","Gritskov","Female",66,"12/05/1998",23,"N/A","N/A","Mass Customer","N","No",4,"743 Stuart Terrace",2560,"NSW","Australia",7,575,0.796875,"20-29","Kirsteni Gritskov"
"Berenice","Kaesmakers","Female",64,"15/10/1994",27,"Sales Representative","Retail","Mass Customer","N","No",11,"563 Waywood Park",2145,"NSW","Australia",9,575,0.796875,"20-29","Berenice Kaesmakers"
"Cordi","Thornton","Female",47,"04/01/1973",49,"Structural Engineer","Telecommunications","Mass Customer","N","No",11,"2978 Mccormick Center",2028,"NSW","Australia",10,575,0.796875,"40-49","Cordi Thornton"
"Flin","Yoskowitz","Male",9,"17/12/1995",26,"Registered Nurse","Health","Mass Customer","N","Yes",11,"9940 Manley Drive",2574,"NSW","Australia",7,583,0.7875,"20-29","Flin Yoskowitz"
"Levin","Coxen","Male",13,"22/10/1955",66,"Accountant I","Property","Mass Customer","N","No",20,"32 Hazelcrest Court",2753,"NSW","Australia",8,594,0.78125,"60-69","Levin Coxen"
"Lanie","Cobbold","Male",57,"31/12/1978",43,"Senior Sales Associate","N/A","Mass Customer","N","Yes",9,"936 Porter Lane",2323,"NSW","Australia",5,595,0.775625,"40-49","Lanie Cobbold"
"Esther","McOnie","Female",59,"26/05/1939",82,"Legal Assistant","N/A","Mass Customer","N","No",14,"844 Forster Place",2096,"NSW","Australia",12,599,0.775,"80+","Esther McOnie"
"Maximilian","Geffen","Male",96,"13/07/1955",66,"Automation Specialist III","Manufacturing","Mass Customer","N","Yes",20,"8634 Wayridge Pass",2750,"NSW","Australia",8,606,0.7649999999999999,"60-69","Maximilian Geffen"
"Ajay","Worham","Female",80,"30/09/1979",42,"Computer Systems Analyst I","Manufacturing","Mass Customer","N","Yes",12,"5 Homewood Road",2800,"NSW","Australia",6,606,0.7649999999999999,"40-49","Ajay Worham"
"Jamison","Cashin","Male",70,"19/05/1970",51,"VP Product Management","Health","Mass Customer","N","Yes",5,"7 Dunning Avenue",2477,"NSW","Australia",8,609,0.7625,"50-59","Jamison Cashin"
"Dorian","Emery","Female",94,"24/08/1998",23,"Professor","Manufacturing","Mass Customer","N","Yes",9,"67 Beilfuss Plaza",2168,"NSW","Australia",8,609,0.7625,"20-29","Dorian Emery"
"Francisca","Pottage","Female",63,"10/06/1957",64,"Software Engineer II","IT","Mass Customer","N","No",8,"8600 Forster Lane",2177,"NSW","Australia",9,615,0.7565,"60-69","Francisca Pottage"
"Farlie","Brookz","Male",62,"31/07/1963",58,"Administrative Assistant I","Health","Mass Customer","N","Yes",6,"6692 Independence Way",2070,"NSW","Australia",12,615,0.7565,"50-59","Farlie Brookz"
"Lek","Pimblett","Male",88,"29/09/1955",66,"Product Engineer","Financial Services","Mass Customer","N","Yes",6,"97 Merrick Center",2460,"NSW","Australia",2,620,0.75,"60-69","Lek Pimblett"
"Kellyann","Adshad","Female",62,"07/06/1940",81,"N/A","N/A","Mass Customer","N","Yes",22,"29 Tennyson Alley",2161,"NSW","Australia",9,620,0.75,"80+","Kellyann Adshad"
"Dillon","Bannister","Male",7,"24/12/1945",76,"Tax Accountant","N/A","Mass Customer","N","No",11,"43 Dayton Drive",2062,"NSW","Australia",9,626,0.74375,"70-79","Dillon Bannister"
"Demott","Mullaly","Male",42,"15/12/1982",39,"Help Desk Operator","Property","Mass Customer","N","No",13,"28 Hazelcrest Drive",2525,"NSW","Australia",8,642,0.73312499999999992,"30-39","Demott Mullaly"
"Irvin","Bevans","Male",82,"12/07/1962",59,"Payment Adjustment Coordinator","Manufacturing","Mass Customer","N","No",12,"5880 Hauk Street",2046,"NSW","Australia",11,644,0.73046875,"50-59","Irvin Bevans"
"Aldin","Newsome","Male",24,"06/07/1981",40,"Financial Analyst","Financial Services","Mass Customer","N","No",17,"058 Morningstar Center",2127,"NSW","Australia",9,648,0.725,"40-49","Aldin Newsome"
"Gordon","Rewan","Male",42,"07/01/1988",34,"Chief Design Engineer","N/A","Mass Customer","N","No",5,"91 Calypso Trail",2750,"NSW","Australia",8,651,0.7225,"30-39","Gordon Rewan"
"Israel","Brough","Male",29,"29/10/1976",45,"N/A","N/A","Mass Customer","N","Yes",8,"43863 Victoria Lane",2281,"NSW","Australia",7,651,0.7225,"40-49","Israel Brough"
"Darryl","Hovee","Female",2,"28/04/1944",77,"Professor","Financial Services","Mass Customer","N","Yes",19,"381 Emmet Terrace",2047,"NSW","Australia",12,655,0.7171875,"70-79","Darryl Hovee"
"Kippar","Whyatt","Male",13,"21/01/1960",62,"N/A","Property","Mass Customer","N","No",10,"264 Valley Edge Pass",2259,"NSW","Australia",7,666,0.71,"60-69","Kippar Whyatt"
"Cobbie","Bruyett","Male",20,"19/03/1956",66,"Associate Professor","N/A","Mass Customer","N","Yes",20,"8593 Prairie Rose Way",2500,"NSW","Australia",8,674,0.703125,"60-69","Cobbie Bruyett"
"Kariotta","Naper","Female",8,"07/04/1952",70,"VP Sales","Health","Mass Customer","N","No",21,"87 Crescent Oaks Alley",2756,"NSW","Australia",10,676,0.70125,"70-79","Kariotta Naper"
"Wylie","Huntingdon","Male",99,"11/08/1966",55,"VP Quality Control","Financial Services","Mass Customer","N","No",15,"08822 Duke Road",2763,"NSW","Australia",8,676,0.70125,"50-59","Wylie Huntingdon"
"Lizbeth","Garvan","Female",36,"06/09/1996",25,"Structural Analysis Engineer","Health","Mass Customer","N","No",4,"5 Schurz Street",2141,"NSW","Australia",9,676,0.70125,"20-29","Lizbeth Garvan"
"Averil","Ackery","Male",93,"09/09/1970",51,"Sales Representative","Retail","Mass Customer","N","Yes",7,"344 Darwin Junction",2093,"NSW","Australia",12,676,0.70125,"50-59","Averil Ackery"
"Selle","Casper","Female",98,"27/03/1978",44,"Social Worker","Health","Mass Customer","N","Yes",10,"34 Jay Hill",2880,"NSW","Australia",1,684,0.7,"40-49","Selle Casper"
"Maurizia","Ritmeyer","Female",95,"09/04/1980",42,"Teacher","Entertainment","Mass Customer","N","Yes",3,"0 Express Lane",2142,"NSW","Australia",6,684,0.7,"40-49","Maurizia Ritmeyer"
"Davide","Senten","Male",22,"23/02/1941",81,"Accounting Assistant II","Manufacturing","Mass Customer","N","No",11,"23737 Bartillon Street",2171,"NSW","Australia",9,688,0.697,"80+","Davide Senten"
"Rockie","MacKibbon","Male",42,"20/04/1978",44,"N/A","N/A","Mass Customer","N","Yes",13,"8 Bunker Hill Court",2298,"NSW","Australia",8,691,0.69062499999999993,"40-49","Rockie MacKibbon"
"Gardiner","Gypps","Male",91,"01/06/1991",30,"VP Product Management","Retail","Mass Customer","N","Yes",13,"1 Elgar Alley",2166,"NSW","Australia",9,691,0.69062499999999993,"30-39","Gardiner Gypps"
"Thaddus","Joder","Male",31,"10/12/1957",64,"N/A","Manufacturing","Mass Customer","N","No",7,"27185 Fisk Drive",2290,"NSW","Australia",8,698,0.69,"60-69","Thaddus Joder"
"Ferdinand","Billie","Male",97,"04/09/1965",56,"Chemical Engineer","Manufacturing","Mass Customer","N","No",6,"660 Carey Avenue",2759,"NSW","Australia",8,700,0.6875,"50-59","Ferdinand Billie"
"Barth","Weare","Male",18,"22/08/1946",75,"Clinical Specialist","Health","Mass Customer","N","Yes",8,"784 Lotheville Court",2541,"NSW","Australia",5,708,0.68,"70-79","Barth Weare"
"Alta","Pithcock","Female",64,"18/11/1999",22,"GIS Technical Architect","Financial Services","Mass Customer","N","No",2,"57568 Northview Junction",2141,"NSW","Australia",7,708,0.68,"20-29","Alta Pithcock"
"Jenny","Massy","Female",82,"16/10/1963",58,"Project Manager","Telecommunications","Mass Customer","N","Yes",10,"6 Meadow Ridge Pass",2470,"NSW","Australia",2,715,0.67734375,"50-59","Jenny Massy"
"Inglebert","Butland","Male",71,"30/01/1966",56,"Actuary","Financial Services","Mass Customer","N","Yes",7,"51837 Canary Center",2114,"NSW","Australia",9,719,0.675,"50-59","Inglebert Butland"
"Brendis","Pineaux","Male",12,"15/01/1978",44,"Mechanical Systems Engineer","Manufacturing","Mass Customer","N","No",5,"43030 Carberry Way",2560,"NSW","Australia",4,719,0.675,"40-49","Brendis Pineaux"
"Jaimie","Lancastle","Male",71,"23/10/1972",49,"VP Marketing","N/A","Mass Customer","N","Yes",5,"0 Bay Drive",2750,"NSW","Australia",8,722,0.6715,"40-49","Jaimie Lancastle"
"Calida","Schaben","Female",54,"06/03/1969",53,"Recruiting Manager","N/A","Mass Customer","N","Yes",10,"1861 Chive Court",2199,"NSW","Australia",9,725,0.66937499999999994,"50-59","Calida Schaben"
"Son","Varney","Male",75,"02/11/1993",28,"Analog Circuit Design manager","Property","Mass Customer","N","Yes",10,"189 Bayside Court",2480,"NSW","Australia",7,725,0.66937499999999994,"20-29","Son Varney"
"Killie","Densie","Male",87,"28/03/1997",25,"Environmental Tech","IT","Mass Customer","N","Yes",11,"62 Dryden Junction",2042,"NSW","Australia",10,731,0.6640625,"20-29","Killie Densie"
"Shepperd","Leonards","Male",17,"14/04/1981",41,"Chemical Engineer","Manufacturing","Mass Customer","N","Yes",5,"38 Nobel Lane",2147,"NSW","Australia",9,733,0.66250000000000009,"40-49","Shepperd Leonards"
"Sinclair","Wark","Male",68,"21/02/1974",48,"Financial Analyst","Financial Services","Mass Customer","N","Yes",11,"44 Thompson Center",2134,"NSW","Australia",9,741,0.65875,"40-49","Sinclair Wark"
"Errick","Burgin","Male",87,"19/08/1998",23,"Professor","Entertainment","Mass Customer","N","No",11,"417 Killdeer Alley",2650,"NSW","Australia",2,744,0.65625,"20-29","Errick Burgin"
"Frederigo","Cribbott","Male",35,"15/03/1965",57,"Social Worker","Health","Mass Customer","N","No",16,"42280 Namekagon Crossing",2140,"NSW","Australia",8,754,0.646,"50-59","Frederigo Cribbott"
"Stephani","Sidsaff","Female",32,"29/09/1973",48,"Senior Quality Engineer","Financial Services","Mass Customer","N","Yes",6,"00 Southridge Avenue",2036,"NSW","Australia",11,755,0.64,"40-49","Stephani Sidsaff"
"Deirdre","Sturgeon","Female",11,"22/12/1965",56,"VP Sales","Retail","Mass Customer","N","Yes",9,"7 Sycamore Terrace",2232,"NSW","Australia",10,760,0.6375,"50-59","Deirdre Sturgeon"
"Yuma","Dennick","Male",40,"10/11/1972",49,"N/A","Manufacturing","Mass Customer","N","Yes",6,"89244 Macpherson Trail",2528,"NSW","Australia",8,778,0.625,"40-49","Yuma Dennick"
"Therese","Brotherhood","Female",30,"28/07/1981",40,"Food Chemist","Health","Mass Customer","N","No",10,"25044 Bay Avenue",2042,"NSW","Australia",10,780,0.62421874999999993,"40-49","Therese Brotherhood"
"Calhoun","Mussington","Male",98,"13/10/1992",29,"Dental Hygienist","Health","Mass Customer","N","No",12,"176 Fallview Plaza",2019,"NSW","Australia",9,782,0.62049999999999994,"20-29","Calhoun Mussington"
"Fayre","Brannigan","Female",32,"13/10/1992",29,"Geological Engineer","Manufacturing","Mass Customer","N","Yes",9,"31351 Sunbrook Place",2234,"NSW","Australia",10,788,0.6125,"20-29","Fayre Brannigan"
"Jackie","Pays","Male",21,"09/11/1955",66,"Developer I","Health","Mass Customer","N","No",9,"75024 Ronald Regan Hill",2135,"NSW","Australia",12,794,0.60562499999999986,"60-69","Jackie Pays"
"Anthony","Morison","Male",7,"08/06/1938",83,"General Manager","Health","Mass Customer","N","No",12,"276 Derek Circle",2759,"NSW","Australia",9,797,0.6,"80+","Anthony Morison"
"Rosene","Beckey","Female",25,"21/05/1974",47,"Account Executive","Health","Mass Customer","N","Yes",14,"02463 Portage Center",2107,"NSW","Australia",11,801,0.59765625,"40-49","Rosene Beckey"
"Darlleen","Shalcras","Female",77,"14/09/1980",41,"Health Coach I","Health","Mass Customer","N","No",11,"383 Graceland Avenue",2010,"NSW","Australia",10,801,0.59765625,"40-49","Darlleen Shalcras"
"Sherwin","Minocchi","Male",71,"13/07/1947",74,"Project Manager","N/A","Mass Customer","N","Yes",11,"1 Alpine Crossing",2536,"NSW","Australia",8,804,0.59500000000000008,"70-79","Sherwin Minocchi"
"Davie","Blay","Male",94,"19/12/1985",36,"Financial Analyst","Financial Services","Mass Customer","N","No",8,"7021 5th Alley",2770,"NSW","Australia",7,808,0.595,"30-39","Davie Blay"
"Boothe","Hayselden","Male",42,"18/05/1940",81,"Computer Systems Analyst III","Health","Mass Customer","N","Yes",17,"33 Pond Point",2291,"NSW","Australia",10,817,0.58649999999999991,"80+","Boothe Hayselden"
"Brod","Attrey","Male",46,"05/11/1966",55,"Budget/Accounting Analyst III","N/A","Mass Customer","N","Yes",14,"180 Lakewood Park",2194,"NSW","Australia",8,820,0.584375,"50-59","Brod Attrey"
"Becky","Lassen","Female",11,"11/05/1973",48,"Sales Associate","Financial Services","Mass Customer","N","Yes",7,"41153 Pond Park",2251,"NSW","Australia",8,820,0.584375,"40-49","Becky Lassen"
"Herbert","Henryson","Male",21,"10/10/1995",26,"Marketing Manager","N/A","Mass Customer","N","No",4,"05123 Bobwhite Plaza",2528,"NSW","Australia",9,820,0.584375,"20-29","Herbert Henryson"
"Toma","Woolforde","Female",67,"09/03/1992",30,"Cost Accountant","Financial Services","Mass Customer","N","Yes",5,"76 Melody Avenue",2092,"NSW","Australia",12,830,0.57800000000000007,"30-39","Toma Woolforde"
"Leonora","Swetenham","Female",66,"05/10/1967",54,"N/A","IT","Mass Customer","N","Yes",10,"660 Hallows Place",2026,"NSW","Australia",10,832,0.57500000000000007,"50-59","Leonora Swetenham"
"Briano","Janowski","Male",66,"17/07/1994",27,"Analyst Programmer","N/A","Mass Customer","N","No",7,"3259 Eagan Parkway",2066,"NSW","Australia",8,838,0.57375,"20-29","Briano Janowski"
"Ginger","","Male",94,"19/02/1939",83,"Human Resources Manager","N/A","Mass Customer","N","No",11,"160 Fremont Point",2259,"NSW","Australia",8,840,0.57109375,"80+","Ginger "
"Logan","Colomb","Male",74,"01/01/1948",74,"Recruiter","N/A","Mass Customer","N","Yes",19,"266 Lakewood Terrace",2761,"NSW","Australia",8,840,0.57109375,"70-79","Logan Colomb"
"Melosa","McOwan","Female",25,"17/04/2001",21,"Compensation Analyst","Financial Services","Mass Customer","N","No",12,"900 Victoria Way",2211,"NSW","Australia",9,843,0.5695,"20-29","Melosa McOwan"
"Wilburt","Padden","Male",22,"30/09/1994",27,"Engineer I","Manufacturing","Mass Customer","N","No",3,"22 Muir Avenue",2148,"NSW","Australia",5,845,0.5631250000000001,"20-29","Wilburt Padden"
"Karrah","Howell","Female",63,"07/11/1956",65,"Civil Engineer","Manufacturing","Mass Customer","N","No",17,"4897 Melody Road",2566,"NSW","Australia",9,851,0.5625,"60-69","Karrah Howell"
"Alick","Baise","Male",62,"16/08/1998",23,"Pharmacist","Health","Mass Customer","N","Yes",1,"096 Gateway Road",2747,"NSW","Australia",8,851,0.5625,"20-29","Alick Baise"
"Randall","Mason","Male",95,"28/07/1974",47,"Product Engineer","Health","Mass Customer","N","Yes",12,"83497 Memorial Plaza",2570,"NSW","Australia",11,870,0.544,"40-49","Randall Mason"
"Donica","Humby","Female",47,"01/06/1967",54,"Senior Cost Accountant","Financial Services","Mass Customer","N","No",4,"488 Briar Crest Court",2101,"NSW","Australia",12,871,0.541875,"50-59","Donica Humby"
"Paulina","Iannuzzelli","Female",57,"08/03/1956",66,"Automation Specialist I","Manufacturing","Mass Customer","N","No",19,"097 Hollow Ridge Alley",2118,"NSW","Australia",11,877,0.54,"60-69","Paulina Iannuzzelli"
"Lesley","Garey","Male",52,"29/03/1994",28,"Software Consultant","Telecommunications","Mass Customer","N","No",11,"924 Lindbergh Court",2226,"NSW","Australia",9,883,0.53125,"20-29","Lesley Garey"
"Karney","Burstow","Male",51,"02/07/1972",49,"Design Engineer","Property","Mass Customer","N","Yes",6,"4011 Prairieview Court",2031,"NSW","Australia",12,888,0.525,"40-49","Karney Burstow"
"Rickert","Brasted","Male",47,"18/09/1959",62,"Staff Scientist","Health","Mass Customer","N","No",10,"20 Hoffman Park",2145,"NSW","Australia",9,898,0.5125,"60-69","Rickert Brasted"
"Andriana","Gosnoll","Female",53,"19/05/1964",57,"Chief Design Engineer","Manufacturing","Mass Customer","N","No",8,"900 Brown Junction",2291,"NSW","Australia",10,899,0.51,"50-59","Andriana Gosnoll"
"Olia","O' Mullan","Female",77,"24/03/1973",49,"Account Executive","Health","Mass Customer","N","No",8,"6315 Mendota Parkway",2263,"NSW","Australia",7,904,0.5,"40-49","Olia O' Mullan"
"Brook","Eade","Female",65,"17/11/1957",64,"Sales Representative","Retail","Mass Customer","N","Yes",8,"58 Meadow Valley Court",2330,"NSW","Australia",5,904,0.5,"60-69","Brook Eade"
