Customer Name,Customer Email Address,Customer Gender,Customer City,Customer Sales Territory Country,Customer Sales Territory Group,Customer Sales Territory Region,Customer Key,Customer Alternate Key,Customer Title,Customer Street Address,Customer Date of Birth,Customer Commute Distance,Customer First Purchase Date,Customer Education,Customer Occupation,Customer House Owner Indicator,Customer Cars Owned,Customer Marital Status,Customer Children,Customer Phone Number,Customer Annual Income,Customer Country Code,Customer Country,Customer Postal Code,Customer State Province,Customer State Province Code,Customer City State
"Kevin Washington","kevin16@adventure-works.com","M","Imperial Beach","United States","North America","Southwest",11939,"AW00011939","","9105 Jacobsen Street",1982-12-20 00:00:00.000,"1-2 Miles",2011-11-10 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Single",0,"970-555-0114",60000,"US","United States","91932","California","CA","Imperial Beach, CA"
"Hunter Shan","hunter26@adventure-works.com","M","Lemon Grove","United States","North America","Southwest",13031,"AW00013031","","6671 Santa Barbara",1982-08-16 00:00:00.000,"1-2 Miles",2013-03-25 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Single",0,"653-555-0115",60000,"US","United States","91945","California","CA","Lemon Grove, CA"
"Xavier Gonzalez","xavier31@adventure-works.com","M","Oakland","United States","North America","Southwest",13033,"AW00013033","","8475 Riverwood Circle",1982-05-20 00:00:00.000,"1-2 Miles",2014-01-17 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Single",0,"544-555-0195",60000,"US","United States","94611","California","CA","Oakland, CA"
"Gregory Xie","gregory7@adventure-works.com","M","Burlingame","United States","North America","Southwest",13992,"AW00013992","","5055 Quiz St.",1983-12-04 00:00:00.000,"1-2 Miles",2012-01-04 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Single",0,"560-555-0183",60000,"US","United States","94010","California","CA","Burlingame, CA"
"Chloe Rodriguez","chloe30@adventure-works.com","F","San Diego","United States","North America","Southwest",14017,"AW00014017","","7806 Reliez Valley Ct.",1986-05-22 00:00:00.000,"1-2 Miles",2012-01-29 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Single",0,"325-555-0134",60000,"US","United States","92102","California","CA","San Diego, CA"
"Hannah Moore","hannah8@adventure-works.com","F","Oakland","United States","North America","Southwest",14024,"AW00014024","","923 Hill Drive",1981-06-21 00:00:00.000,"1-2 Miles",2012-02-23 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Single",0,"141-555-0124",60000,"US","United States","94611","California","CA","Oakland, CA"
"James Ross","james19@adventure-works.com","M","La Jolla","United States","North America","Southwest",14270,"AW00014270","","3099 Morello Court",1980-07-24 00:00:00.000,"1-2 Miles",2012-06-21 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Single",0,"154-555-0163",60000,"US","United States","92806","California","CA","La Jolla, CA"
"Angel Parker","angel21@adventure-works.com","M","San Gabriel","United States","North America","Southwest",14273,"AW00014273","","6045 Holiday Hills Dr.",1984-05-01 00:00:00.000,"1-2 Miles",2013-09-06 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Single",0,"815-555-0120",60000,"US","United States","91776","California","CA","San Gabriel, CA"
"Adam Gonzalez","adam39@adventure-works.com","M","Lemon Grove","United States","North America","Southwest",14852,"AW00014852","","8694 Orangewood Ave.",1984-05-12 00:00:00.000,"1-2 Miles",2011-10-04 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Single",0,"136-555-0124",60000,"US","United States","91945","California","CA","Lemon Grove, CA"
"Adrian Cooper","adrian10@adventure-works.com","M","Long Beach","United States","North America","Southwest",15005,"AW00015005","","2055 Seawind Dr.",1984-03-19 00:00:00.000,"1-2 Miles",2011-12-16 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Single",0,"478-555-0132",60000,"US","United States","90802","California","CA","Long Beach, CA"
"Julia Campbell","julia6@adventure-works.com","F","Imperial Beach","United States","North America","Southwest",15013,"AW00015013","","6258 Stinson #8",1982-05-13 00:00:00.000,"1-2 Miles",2013-05-03 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Single",0,"606-555-0185",60000,"US","United States","91932","California","CA","Imperial Beach, CA"
"Adam Sharma","adam26@adventure-works.com","M","Concord","United States","North America","Southwest",15433,"AW00015433","","5093 Greer Ave",1984-02-15 00:00:00.000,"1-2 Miles",2012-06-05 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Single",0,"385-555-0155",60000,"US","United States","94519","California","CA","Concord, CA"
"Jose White","jose74@adventure-works.com","M","El Cajon","United States","North America","Southwest",16337,"AW00016337","","8371 Shenandoah Drive",1983-01-03 00:00:00.000,"1-2 Miles",2013-11-26 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Married",0,"123-555-0138",60000,"US","United States","92020","California","CA","El Cajon, CA"
"Eduardo Stewart","eduardo89@adventure-works.com","M","Torrance","United States","North America","Southwest",16920,"AW00016920","","7036 Las Quebrados Ln.",1984-07-16 00:00:00.000,"1-2 Miles",2013-03-24 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Married",0,"276-555-0114",60000,"US","United States","90505","California","CA","Torrance, CA"
"Julia Price","julia66@adventure-works.com","F","Concord","United States","North America","Southwest",16924,"AW00016924","","5888 Salem St.",1984-05-04 00:00:00.000,"1-2 Miles",2013-04-21 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Single",0,"649-555-0115",60000,"US","United States","94519","California","CA","Concord, CA"
"Spencer Patterson","spencer12@adventure-works.com","M","Daly City","United States","North America","Southwest",16925,"AW00016925","","1069 Ahwanee Lane",1984-01-18 00:00:00.000,"1-2 Miles",2013-04-09 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Single",0,"394-555-0170",60000,"US","United States","94015","California","CA","Daly City, CA"
"Jack Evans","jack35@adventure-works.com","M","Glendale","United States","North America","Southwest",17489,"AW00017489","","9428 Mehaffey Way",1983-05-21 00:00:00.000,"1-2 Miles",2013-05-29 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Single",0,"678-555-0140",60000,"US","United States","91203","California","CA","Glendale, CA"
"Grace Moore","grace7@adventure-works.com","F","Imperial Beach","United States","North America","Southwest",17490,"AW00017490","","4380 Chestnut",1983-03-08 00:00:00.000,"1-2 Miles",2013-11-05 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Single",0,"600-555-0112",60000,"US","United States","91932","California","CA","Imperial Beach, CA"
"Marcus Simmons","marcus65@adventure-works.com","M","West Covina","United States","North America","Southwest",18361,"AW00018361","","7648 S. Bascom Ave.",1985-06-24 00:00:00.000,"1-2 Miles",2013-10-07 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Single",0,"708-555-0175",60000,"US","United States","91791","California","CA","West Covina, CA"
"Alexandria Richardson","alexandria31@adventure-works.com","F","La Jolla","United States","North America","Southwest",18366,"AW00018366","","2987 Wiget Lane",1983-11-22 00:00:00.000,"1-2 Miles",2013-10-15 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Married",0,"530-555-0143",60000,"US","United States","92806","California","CA","La Jolla, CA"
"Alejandro Wu","alejandro9@adventure-works.com","M","Coronado","United States","North America","Southwest",18455,"AW00018455","","3799 Hilton Way",1983-03-25 00:00:00.000,"1-2 Miles",2013-11-16 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Married",0,"284-555-0143",60000,"US","United States","92118","California","CA","Coronado, CA"
"Timothy Bailey","timothy17@adventure-works.com","M","Grossmont","United States","North America","Southwest",18456,"AW00018456","","896 Shannon Lane",1983-03-05 00:00:00.000,"1-2 Miles",2013-11-04 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Single",0,"871-555-0120",60000,"US","United States","91941","California","CA","Grossmont, CA"
"Angelica Hughes","angelica11@adventure-works.com","F","Lincoln Acres","United States","North America","Southwest",18477,"AW00018477","","6622 First Ave.",1979-02-07 00:00:00.000,"1-2 Miles",2013-02-23 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Single",0,"113-555-0156",60000,"US","United States","91950","California","CA","Lincoln Acres, CA"
"Devin White","devin11@adventure-works.com","M","Imperial Beach","United States","North America","Southwest",18893,"AW00018893","","9549 Roxbury Drive",1982-12-13 00:00:00.000,"1-2 Miles",2013-03-16 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Single",0,"808-555-0131",60000,"US","United States","91932","California","CA","Imperial Beach, CA"
"Jonathan Young","jonathan47@adventure-works.com","M","Redwood City","United States","North America","Southwest",18920,"AW00018920","","2372 Cardinet Dr.",1978-11-16 00:00:00.000,"1-2 Miles",2014-01-18 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Single",0,"192-555-0178",60000,"US","United States","94063","California","CA","Redwood City, CA"
"Alex Wright","alex50@adventure-works.com","M","Woodland Hills","United States","North America","Southwest",19758,"AW00019758","","2923 Stanford Street",1982-06-24 00:00:00.000,"1-2 Miles",2013-03-06 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Single",0,"150-555-0169",60000,"US","United States","91364","California","CA","Woodland Hills, CA"
"Sydney Russell","sydney42@adventure-works.com","F","Grossmont","United States","North America","Southwest",19760,"AW00019760","","3076 Mount Dr",1981-10-30 00:00:00.000,"1-2 Miles",2013-05-26 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Single",0,"841-555-0132",60000,"US","United States","91941","California","CA","Grossmont, CA"
"Jonathan Thomas","jonathan64@adventure-works.com","M","Los Angeles","United States","North America","Southwest",19777,"AW00019777","","5549 Bluejay Dr.",1986-05-15 00:00:00.000,"1-2 Miles",2013-07-28 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Married",0,"154-555-0158",60000,"US","United States","90012","California","CA","Los Angeles, CA"
"Nathan Sharma","nathan27@adventure-works.com","M","Imperial Beach","United States","North America","Southwest",20434,"AW00020434","","15 Aspen Drive",1981-04-11 00:00:00.000,"1-2 Miles",2013-07-06 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Single",0,"416-555-0128",60000,"US","United States","91932","California","CA","Imperial Beach, CA"
"Anna Barnes","anna27@adventure-works.com","F","Palo Alto","United States","North America","Southwest",20436,"AW00020436","","4444 Pepper Way",1980-10-23 00:00:00.000,"1-2 Miles",2013-07-30 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Single",0,"151-555-0118",60000,"US","United States","94303","California","CA","Palo Alto, CA"
"Gabriella Howard","gabriella9@adventure-works.com","F","West Covina","United States","North America","Southwest",20437,"AW00020437","","5197 Camino Ricardo",1981-04-10 00:00:00.000,"1-2 Miles",2013-07-12 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Single",0,"747-555-0199",60000,"US","United States","91791","California","CA","West Covina, CA"
"Chloe Rogers","chloe48@adventure-works.com","F","Imperial Beach","United States","North America","Southwest",20439,"AW00020439","","3158 B Avenue I",1984-03-31 00:00:00.000,"1-2 Miles",2013-02-24 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Married",0,"578-555-0118",60000,"US","United States","91932","California","CA","Imperial Beach, CA"
"Alexandra Hughes","alexandra34@adventure-works.com","F","Redwood City","United States","North America","Southwest",20440,"AW00020440","","4404 Mildred Avenue",1984-05-22 00:00:00.000,"1-2 Miles",2013-05-26 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Single",0,"321-555-0162",60000,"US","United States","94063","California","CA","Redwood City, CA"
"Andrea Hill","andrea35@adventure-works.com","F","Chula Vista","United States","North America","Southwest",21281,"AW00021281","","2651 St. Francis Dr.",1983-08-27 00:00:00.000,"1-2 Miles",2013-10-28 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Single",0,"979-555-0144",60000,"US","United States","91910","California","CA","Chula Vista, CA"
"Jenny Goel","jenny42@adventure-works.com","F","Cerritos","United States","North America","Southwest",22061,"AW00022061","","7156 Rose Dr.",1984-03-19 00:00:00.000,"1-2 Miles",2013-12-26 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Single",0,"753-555-0135",60000,"US","United States","90703","California","CA","Cerritos, CA"
"Cameron Flores","cameron7@adventure-works.com","M","Downey","United States","North America","Southwest",22062,"AW00022062","","7892 M Ln.",1983-10-26 00:00:00.000,"1-2 Miles",2013-12-20 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Single",0,"979-555-0198",60000,"US","United States","90241","California","CA","Downey, CA"
"Aaron Perez","aaron36@adventure-works.com","M","Glendale","United States","North America","Southwest",22165,"AW00022165","","749 Ida Dr.",1982-05-01 00:00:00.000,"1-2 Miles",2013-05-18 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Married",0,"143-555-0143",60000,"US","United States","91203","California","CA","Glendale, CA"
"Jonathan Foster","jonathan15@adventure-works.com","M","San Carlos","United States","North America","Southwest",22186,"AW00022186","","1135 Glenellen Court",1981-04-02 00:00:00.000,"1-2 Miles",2013-12-23 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Single",0,"222-555-0131",60000,"US","United States","94070","California","CA","San Carlos, CA"
"Richard Peterson","richard86@adventure-works.com","M","La Jolla","United States","North America","Southwest",23091,"AW00023091","","1538 Golden Meadow",1982-08-06 00:00:00.000,"1-2 Miles",2013-11-24 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Single",0,"822-555-0135",60000,"US","United States","92806","California","CA","La Jolla, CA"
"Mackenzie Gonzalez","mackenzie30@adventure-works.com","F","Glendale","United States","North America","Southwest",23110,"AW00023110","","2878 San Miguel Circle",1981-03-25 00:00:00.000,"1-2 Miles",2013-05-26 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Single",0,"896-555-0123",60000,"US","United States","91203","California","CA","Glendale, CA"
"Sara Wright","sara47@adventure-works.com","F","Lincoln Acres","United States","North America","Southwest",23111,"AW00023111","","6732 Mill Road",1980-07-16 00:00:00.000,"1-2 Miles",2013-05-28 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Single",0,"585-555-0175",60000,"US","United States","91950","California","CA","Lincoln Acres, CA"
"Daniel Thomas","daniel11@adventure-works.com","M","La Jolla","United States","North America","Southwest",24262,"AW00024262","","5776 Newton Way",1982-09-13 00:00:00.000,"1-2 Miles",2013-06-24 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Married",0,"477-555-0199",60000,"US","United States","92806","California","CA","La Jolla, CA"
